LFP_Gpi_L0,LFP_Gpi_L1,LFP_Gpi_L2,LFP_Gpi_L3,LFP_Gpi_L10,LFP_Gpi_L20,LFP_Gpi_L30,LFP_Gpi_L21,LFP_Gpi_L31,LFP_Gpi_L32,LFP_Gpi_R0,LFP_Gpi_R1,LFP_Gpi_R2,LFP_Gpi_R3,LFP_Gpi_R10,LFP_Gpi_R20,LFP_Gpi_R30,LFP_Gpi_R21,LFP_Gpi_R31,LFP_Gpi_R32
1524,1182,1052,1124,2052,2231,2393,1507,1888,1328,976,1220,1395,1374,1492,1928,2038,1684,2026,1714
